inx,geneid,pathway,pathwayano
gene4689,CXCL5,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4690,CXCL11,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4691,CXCL6,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4692,CCR2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4693,CCL25,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4694,CSF3,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4695,TGFBR2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4696,TGFBR1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4697,MET,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4698,TGFB3,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4699,CXCR3,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4700,CSF3R,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4701,CLCF1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4702,IL17B,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4703,CXCL12,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4704,CCR10,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4705,OSMR,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4706,XCR1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4707,IL20,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4708,INHBE,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4709,PLEKHO2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4710,CXCL10,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4711,MPL,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4712,CCL27,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4713,INHBB,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4714,INHBC,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4715,IFNLR1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4716,INHBA,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4717,KITLG,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4718,TNFRSF19,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4719,CXCR4,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4720,IL1R2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4721,KIT,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4722,CD70,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4723,TNFRSF11B,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4724,LEPR,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4725,CXCR6,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4726,RELT,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4727,LEP,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4728,IL19,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4729,LTA,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4730,IL17A,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4731,IL18,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4732,TNFRSF9,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4733,OSM,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4734,GDF5,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4735,IL15RA,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4736,IL15,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4737,CXCL13,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4738,LTB,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4739,TNFRSF25,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4740,LTBR,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4741,IL22RA1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4742,CD40LG,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4743,CD40,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4744,PPBPP1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4745,GHR,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4746,IL18RAP,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4747,CXCL9,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4748,IL17RA,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4749,GH1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4750,LIF,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4751,GH2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4752,LIFR,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4753,IL18R1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4754,TNFSF4,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4755,TNFRSF4,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4756,CX3CR1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4757,CCL3L3,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4758,PDGFRB,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4759,EDA,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4760,CXCL14,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4761,IL1A,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4762,EDAR,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4763,IL24,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4764,CNTF,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4765,CNTFR,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4766,TNFSF13B,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4767,PDGFC,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4768,VEGFA,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4769,VEGFC,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4770,VEGFB,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4771,CCR9,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4772,NGFR,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4773,IL22RA2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4774,PDGFA,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4775,ACVRL1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4776,PDGFB,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4777,CCL4L2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4778,ACVR2B,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4779,PDGFRA,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4780,ACVR2A,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4781,ACVR1B,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4782,ACVR1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4783,VEGFD,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4784,TNFRSF13B,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4785,IL25,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4786,TNFSF15,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4787,EPO,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4788,IL9R,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4789,CXCL1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4790,TNF,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4791,CXCR5,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4792,IFNA5,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4793,IFNA4,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4794,IFNA2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4795,TNFRSF6B,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4796,IFNA1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4797,CXCR2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4798,CXCR1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4799,IL9,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4800,CCL28,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4801,IL7R,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4802,CXCL8,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4803,IL12RB1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4804,IL12B,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4805,IL13,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4806,IL12RB2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4807,IL11RA,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4808,IL12A,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4809,KDR,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4810,TNFRSF1B,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4811,IFNA17,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4812,TNFRSF1A,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4813,IFNA21,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4814,TNFRSF18,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4815,IFNA6,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4816,CCR3,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4817,TNFRSF12A,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4818,IFNA7,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4819,CCR4,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4820,IFNA8,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4821,CCR5,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4822,IFNA10,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4823,CCR6,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4824,IFNA13,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4825,CCR7,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4826,IFNA14,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4827,CCR8,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4828,IFNA16,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4829,IL26,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4830,CXCL16,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4831,IL10,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4832,EDA2R,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4833,IL10RA,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4834,IL10RB,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4835,EPOR,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4836,IL11,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4837,IL3RA,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4838,IL3,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4839,IL2RG,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4840,EGFR,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4841,IL2RB,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4842,CCR1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4843,XCL2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4844,IFNGR2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4845,EGF,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4846,CCL1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4847,TNFRSF10A,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4848,IFNG,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4849,IFNGR1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4850,TNFRSF10D,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4851,IFNB1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4852,TNFRSF11A,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4853,TNFRSF10B,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4854,IFNAR1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4855,TNFRSF10C,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4856,IFNAR2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4857,IL1RAP,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4858,IL1B,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4859,AMHR2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4860,IL1R1,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4861,AMH,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4862,IL2RA,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4863,IL20RB,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4864,IL21,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4865,TNFSF18,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4866,IL2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4867,IL20RA,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4868,BMPR2,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
gene4869,BMPR1A,Cytokine Cytokine Receptor Interaction,Cytokine Cytokine Receptor Interaction
